,Company,Job,Experience,Salary,Location,Skills
182,Accenture Solutions Pvt Ltd,Analytics Senior Analyst - Data Science,5-8 Yrs,N/A,Bengaluru/Bangalore,"Data Science, Architecture, data science"
183,Accenture Solutions Pvt Ltd,Analytics Senior Analyst - Data Science,5-8 Yrs,N/A,Bengaluru/Bangalore,"Data Science, Architecture, data science"
184,Accenture Solutions Pvt Ltd,Analytics Specialist - Marketing and Customer Analytics,7-11 Yrs,₹ 13.1 - 17.3L/yr (AmbitionBox estimate),Mumbai,"Data Science, Supply chain, Google Analytics"
185,Accenture Solutions Pvt Ltd,Analytics Senior Analyst - Marketing and Customer Analytics,5-8 Yrs,₹ 2.5 - 21L/yr (AmbitionBox estimate),Mumbai,"Data Science, Supply chain, Google Analytics"
186,Accenture Solutions Pvt Ltd,Computer Vision AI Platform Engineer,8-10 Yrs,N/A,Bengaluru/Bangalore,"Data Science, Deep learning, Image processing"
187,Accenture Solutions Pvt Ltd,Computer Vision AI Platform Engineer,8-10 Yrs,N/A,Bengaluru/Bangalore,"Deep learning, Data Science, Team Handling"
188,Accenture Solutions Pvt Ltd,Analytics Senior Analyst - Data Science,5-8 Yrs,N/A,Bengaluru/Bangalore,"Data Science, Architecture, data science"
189,Accenture Solutions Pvt Ltd,Analytics Senior Analyst - Data Science,5-8 Yrs,N/A,Bengaluru/Bangalore,"Data Science, Architecture, data science"
190,Accenture Solutions Pvt Ltd,Analytics Specialist - Marketing and Customer Analytics,7-11 Yrs,₹ 13.1 - 17.3L/yr (AmbitionBox estimate),Mumbai,"Data Science, Supply chain, Google Analytics"
191,Accenture Solutions Pvt Ltd,Analytics Senior Analyst - Marketing and Customer Analytics,5-8 Yrs,₹ 2.5 - 21L/yr (AmbitionBox estimate),Mumbai,"Data Science, Supply chain, Google Analytics"
192,IBM India Pvt. Limited,Sr. Data Engineer,7-8 Yrs,₹ 7.8 - 30L/yr (AmbitionBox estimate),Bengaluru/Bangalore,"Airflow, Data analysis, Data Engineering"
193,Accenture Solutions Pvt Ltd,Computer Vision AI Platform Engineer,8-10 Yrs,N/A,Bengaluru/Bangalore,"Data Science, Deep learning, Image processing"
194,Accenture Solutions Pvt Ltd,Computer Vision AI Platform Engineer,8-10 Yrs,N/A,Bengaluru/Bangalore,"Deep learning, Data Science, Team Handling"
195,Accenture Solutions Pvt Ltd,Analytics Senior Analyst - Data Science,5-8 Yrs,N/A,Bengaluru/Bangalore,"Data Science, Architecture, data science"
196,Accenture Solutions Pvt Ltd,Analytics Senior Analyst - Data Science,5-8 Yrs,N/A,Bengaluru/Bangalore,"Data Science, Architecture, data science"
197,Accenture Solutions Pvt Ltd,Analytics Specialist - Marketing and Customer Analytics,7-11 Yrs,₹ 13.1 - 17.3L/yr (AmbitionBox estimate),Mumbai,"Data Science, Supply chain, Google Analytics"
198,Accenture Solutions Pvt Ltd,Analytics Senior Analyst - Marketing and Customer Analytics,5-8 Yrs,₹ 2.5 - 21L/yr (AmbitionBox estimate),Mumbai,"Data Science, Supply chain, Google Analytics"
199,IBM India Pvt. Limited,Sr. Data Engineer,7-8 Yrs,₹ 7.8 - 30L/yr (AmbitionBox estimate),Bengaluru/Bangalore,"Airflow, Data analysis, Data Engineering"
200,Mondelez India Foods Private Limited,Data Modeller - RDQ,4-9 Yrs,N/A,Mumbai,"Analytics, Data analysis, Business analytics"
201,Accenture Solutions Pvt Ltd,Computer Vision AI Platform Engineer,8-10 Yrs,N/A,Bengaluru/Bangalore,"Data Science, Deep learning, Image processing"
202,Accenture Solutions Pvt Ltd,Computer Vision AI Platform Engineer,8-10 Yrs,N/A,Bengaluru/Bangalore,"Deep learning, Data Science, Team Handling"
203,Accenture Solutions Pvt Ltd,Analytics Senior Analyst - Data Science,5-8 Yrs,N/A,Bengaluru/Bangalore,"Data Science, Architecture, data science"
204,Accenture Solutions Pvt Ltd,Analytics Senior Analyst - Data Science,5-8 Yrs,N/A,Bengaluru/Bangalore,"Data Science, Architecture, data science"
205,Accenture Solutions Pvt Ltd,Analytics Specialist - Marketing and Customer Analytics,7-11 Yrs,₹ 13.1 - 17.3L/yr (AmbitionBox estimate),Mumbai,"Data Science, Supply chain, Google Analytics"
206,Accenture Solutions Pvt Ltd,Analytics Senior Analyst - Marketing and Customer Analytics,5-8 Yrs,₹ 2.5 - 21L/yr (AmbitionBox estimate),Mumbai,"Data Science, Supply chain, Google Analytics"
207,IBM India Pvt. Limited,Sr. Data Engineer,7-8 Yrs,₹ 7.8 - 30L/yr (AmbitionBox estimate),Bengaluru/Bangalore,"Airflow, Data analysis, Data Engineering"
208,Mondelez India Foods Private Limited,Data Modeller - RDQ,4-9 Yrs,N/A,Mumbai,"Analytics, Data analysis, Business analytics"
209,Accenture Solutions Pvt Ltd,Data Science Analytics Specialist - Data Science,7-11 Yrs,₹ 13.1 - 17.3L/yr (AmbitionBox estimate),Mumbai,"Data Science, data analysis, data modeling"
210,Accenture Solutions Pvt Ltd,Computer Vision AI Platform Engineer,8-10 Yrs,N/A,Bengaluru/Bangalore,"Data Science, Deep learning, Image processing"
211,Accenture Solutions Pvt Ltd,Computer Vision AI Platform Engineer,8-10 Yrs,N/A,Bengaluru/Bangalore,"Deep learning, Data Science, Team Handling"
212,Accenture Solutions Pvt Ltd,Analytics Senior Analyst - Data Science,5-8 Yrs,N/A,Bengaluru/Bangalore,"Data Science, Architecture, data science"
213,Accenture Solutions Pvt Ltd,Analytics Senior Analyst - Data Science,5-8 Yrs,N/A,Bengaluru/Bangalore,"Data Science, Architecture, data science"
214,Accenture Solutions Pvt Ltd,Analytics Specialist - Marketing and Customer Analytics,7-11 Yrs,₹ 13.1 - 17.3L/yr (AmbitionBox estimate),Mumbai,"Data Science, Supply chain, Google Analytics"
215,Accenture Solutions Pvt Ltd,Analytics Senior Analyst - Marketing and Customer Analytics,5-8 Yrs,₹ 2.5 - 21L/yr (AmbitionBox estimate),Mumbai,"Data Science, Supply chain, Google Analytics"
216,IBM India Pvt. Limited,Sr. Data Engineer,7-8 Yrs,₹ 7.8 - 30L/yr (AmbitionBox estimate),Bengaluru/Bangalore,"Airflow, Data analysis, Data Engineering"
217,Mondelez India Foods Private Limited,Data Modeller - RDQ,4-9 Yrs,N/A,Mumbai,"Analytics, Data analysis, Business analytics"
218,Accenture Solutions Pvt Ltd,Data Science Analytics Specialist - Data Science,7-11 Yrs,₹ 13.1 - 17.3L/yr (AmbitionBox estimate),Mumbai,"Data Science, data analysis, data modeling"
219,IBM India Pvt. Limited,AI Engineer,1-5 Yrs,N/A,Bengaluru/Bangalore,"Matplotlib, Azure, natural language processing"
220,IBM India Pvt. Limited,AI Engineer,1-5 Yrs,N/A,Bengaluru/Bangalore,"Matplotlib, Azure, Artificial Intelligence"
221,IBM India Pvt. Limited,AI Engineer,1-5 Yrs,N/A,Bengaluru/Bangalore,"Matplotlib, Azure, Artificial Intelligence"
222,Walmart Labs,"SENIOR MANAGER II, DATA SCIENCE",10-12 Yrs,₹ 87 - 101L/yr (AmbitionBox estimate),Bengaluru/Bangalore,"Consulting, SEZ, Supply chain"
223,IBM India Pvt. Limited,AI Engineer,1-5 Yrs,N/A,Bengaluru/Bangalore,"Matplotlib, Azure, Artificial Intelligence"
224,Walmart Labs,"SENIOR MANAGER II, DATA SCIENCE",10-12 Yrs,₹ 87 - 101L/yr (AmbitionBox estimate),Bengaluru/Bangalore,"Consulting, SEZ, Supply chain"
225,Walmart Labs,Staff Data Scientist,9-10 Yrs,N/A,Bengaluru/Bangalore,"data science, Consulting, Supply chain"
226,IBM India Pvt. Limited,AI Engineer,1-5 Yrs,N/A,Bengaluru/Bangalore,"Matplotlib, Azure, Artificial Intelligence"
227,Walmart Labs,"SENIOR MANAGER II, DATA SCIENCE",10-12 Yrs,₹ 87 - 101L/yr (AmbitionBox estimate),Bengaluru/Bangalore,"Consulting, SEZ, Supply chain"
228,Walmart Labs,Staff Data Scientist,9-10 Yrs,N/A,Bengaluru/Bangalore,"data science, Consulting, Supply chain"
229,Mondel z International,Data Modeller - RDQ,2-5 Yrs,N/A,Mumbai,"Analytics, Data analysis, Business analytics"
230,IBM India Pvt. Limited,AI Engineer,1-5 Yrs,N/A,Bengaluru/Bangalore,"Matplotlib, Azure, Artificial Intelligence"
231,Walmart Labs,"SENIOR MANAGER II, DATA SCIENCE",10-12 Yrs,₹ 87 - 101L/yr (AmbitionBox estimate),Bengaluru/Bangalore,"Consulting, SEZ, Supply chain"
232,Walmart Labs,Staff Data Scientist,9-10 Yrs,N/A,Bengaluru/Bangalore,"data science, Consulting, Supply chain"
233,Mondel z International,Data Modeller - RDQ,2-5 Yrs,N/A,Mumbai,"Analytics, Data analysis, Business analytics"
234,Accenture Solutions Pvt Ltd,Analytics Senior Analyst-Warranty Analytics,5-8 Yrs,₹ 2.5 - 21L/yr (AmbitionBox estimate),Mumbai,"Product quality, Data Science, Structured Query Language"
235,IBM India Pvt. Limited,AI Engineer,1-5 Yrs,N/A,Bengaluru/Bangalore,"Matplotlib, Azure, Artificial Intelligence"
236,Walmart Labs,"SENIOR MANAGER II, DATA SCIENCE",10-12 Yrs,₹ 87 - 101L/yr (AmbitionBox estimate),Bengaluru/Bangalore,"Consulting, SEZ, Supply chain"
237,Walmart Labs,Staff Data Scientist,9-10 Yrs,N/A,Bengaluru/Bangalore,"data science, Consulting, Supply chain"
238,Mondel z International,Data Modeller - RDQ,2-5 Yrs,N/A,Mumbai,"Analytics, Data analysis, Business analytics"
239,Accenture Solutions Pvt Ltd,Analytics Senior Analyst-Warranty Analytics,5-8 Yrs,₹ 2.5 - 21L/yr (AmbitionBox estimate),Mumbai,"Product quality, Data Science, Structured Query Language"
240,IBM India Pvt. Limited,AI Engineer,1-5 Yrs,N/A,Bengaluru/Bangalore,"Azure, Project management, Artificial Intelligence"
241,IBM India Pvt. Limited,AI Engineer,1-5 Yrs,N/A,Bengaluru/Bangalore,"Matplotlib, Azure, Artificial Intelligence"
242,Walmart Labs,"SENIOR MANAGER II, DATA SCIENCE",10-12 Yrs,₹ 87 - 101L/yr (AmbitionBox estimate),Bengaluru/Bangalore,"Consulting, SEZ, Supply chain"
243,Walmart Labs,Staff Data Scientist,9-10 Yrs,N/A,Bengaluru/Bangalore,"data science, Consulting, Supply chain"
244,Mondel z International,Data Modeller - RDQ,2-5 Yrs,N/A,Mumbai,"Analytics, Data analysis, Business analytics"
245,Accenture Solutions Pvt Ltd,Analytics Senior Analyst-Warranty Analytics,5-8 Yrs,₹ 2.5 - 21L/yr (AmbitionBox estimate),Mumbai,"Product quality, Data Science, Structured Query Language"
246,IBM India Pvt. Limited,AI Engineer,1-5 Yrs,N/A,Bengaluru/Bangalore,"Azure, Project management, Artificial Intelligence"
247,IBM India Pvt. Limited,Strategy and M&A Consultant,4-5 Yrs,₹ 4.8 - 17L/yr (AmbitionBox estimate),Mumbai,"Data Science, Business consulting, Change management"
248,IBM India Pvt. Limited,AI Engineer,1-5 Yrs,N/A,Bengaluru/Bangalore,"Matplotlib, Azure, Artificial Intelligence"
249,Walmart Labs,"SENIOR MANAGER II, DATA SCIENCE",10-12 Yrs,₹ 87 - 101L/yr (AmbitionBox estimate),Bengaluru/Bangalore,"Consulting, SEZ, Supply chain"
250,Walmart Labs,Staff Data Scientist,9-10 Yrs,N/A,Bengaluru/Bangalore,"data science, Consulting, Supply chain"
251,Mondel z International,Data Modeller - RDQ,2-5 Yrs,N/A,Mumbai,"Analytics, Data analysis, Business analytics"
252,Accenture Solutions Pvt Ltd,Analytics Senior Analyst-Warranty Analytics,5-8 Yrs,₹ 2.5 - 21L/yr (AmbitionBox estimate),Mumbai,"Product quality, Data Science, Structured Query Language"
253,IBM India Pvt. Limited,AI Engineer,1-5 Yrs,N/A,Bengaluru/Bangalore,"Azure, Project management, Artificial Intelligence"
254,IBM India Pvt. Limited,Strategy and M&A Consultant,4-5 Yrs,₹ 4.8 - 17L/yr (AmbitionBox estimate),Mumbai,"Data Science, Business consulting, Change management"
255,Accenture Solutions Pvt Ltd,Data Science consultant,4-5 Yrs,₹ 15.2 - 31.5L/yr (AmbitionBox estimate),Bengaluru/Bangalore,"customer analytics, node.js, nlp"
256,IBM India Pvt. Limited,AI Engineer,1-5 Yrs,N/A,Bengaluru/Bangalore,"Matplotlib, Azure, Artificial Intelligence"
257,Walmart Labs,"SENIOR MANAGER II, DATA SCIENCE",10-12 Yrs,₹ 87 - 101L/yr (AmbitionBox estimate),Bengaluru/Bangalore,"Consulting, SEZ, Supply chain"
258,Walmart Labs,Staff Data Scientist,9-10 Yrs,N/A,Bengaluru/Bangalore,"data science, Consulting, Supply chain"
259,Mondel z International,Data Modeller - RDQ,2-5 Yrs,N/A,Mumbai,"Analytics, Data analysis, Business analytics"
260,Accenture Solutions Pvt Ltd,Analytics Senior Analyst-Warranty Analytics,5-8 Yrs,₹ 2.5 - 21L/yr (AmbitionBox estimate),Mumbai,"Product quality, Data Science, Structured Query Language"
261,IBM India Pvt. Limited,AI Engineer,1-5 Yrs,N/A,Bengaluru/Bangalore,"Azure, Project management, Artificial Intelligence"
262,IBM India Pvt. Limited,Strategy and M&A Consultant,4-5 Yrs,₹ 4.8 - 17L/yr (AmbitionBox estimate),Mumbai,"Data Science, Business consulting, Change management"
263,Accenture Solutions Pvt Ltd,Data Science consultant,4-5 Yrs,₹ 15.2 - 31.5L/yr (AmbitionBox estimate),Bengaluru/Bangalore,"customer analytics, node.js, nlp"
264,Nagarro,Senior Staff Engineer (Data Science - Python & AWS),7-11 Yrs,N/A,India,"python, Azure, NLP"
265,IBM India Pvt. Limited,AI Engineer,1-5 Yrs,N/A,Bengaluru/Bangalore,"Matplotlib, Azure, Artificial Intelligence"
266,Walmart Labs,"SENIOR MANAGER II, DATA SCIENCE",10-12 Yrs,₹ 87 - 101L/yr (AmbitionBox estimate),Bengaluru/Bangalore,"Consulting, SEZ, Supply chain"
267,Walmart Labs,Staff Data Scientist,9-10 Yrs,N/A,Bengaluru/Bangalore,"data science, Consulting, Supply chain"
268,Mondel z International,Data Modeller - RDQ,2-5 Yrs,N/A,Mumbai,"Analytics, Data analysis, Business analytics"
269,Accenture Solutions Pvt Ltd,Analytics Senior Analyst-Warranty Analytics,5-8 Yrs,₹ 2.5 - 21L/yr (AmbitionBox estimate),Mumbai,"Product quality, Data Science, Structured Query Language"
270,IBM India Pvt. Limited,AI Engineer,1-5 Yrs,N/A,Bengaluru/Bangalore,"Azure, Project management, Artificial Intelligence"
271,IBM India Pvt. Limited,Strategy and M&A Consultant,4-5 Yrs,₹ 4.8 - 17L/yr (AmbitionBox estimate),Mumbai,"Data Science, Business consulting, Change management"
272,Accenture Solutions Pvt Ltd,Data Science consultant,4-5 Yrs,₹ 15.2 - 31.5L/yr (AmbitionBox estimate),Bengaluru/Bangalore,"customer analytics, node.js, nlp"
273,Nagarro,Senior Staff Engineer (Data Science - Python & AWS),7-11 Yrs,N/A,India,"python, Azure, NLP"
274,Nagarro,Principal Engineer (Data Science Architect - Banking domain),13-16 Yrs,₹ 24.5 - 51L/yr (AmbitionBox estimate),India,"insurance, python, Data Factory"
275,Accenture Solutions Pvt Ltd,Microsoft Power BI Application Developer,8-10 Yrs,N/A,Bengaluru/Bangalore,"python, technical support, r"
276,Accenture Solutions Pvt Ltd,Microsoft Power BI Application Developer,8-10 Yrs,N/A,Bengaluru/Bangalore,"python, technical support, r"
277,IBM India Pvt. Limited,EDA Tool Developer,10-12 Yrs,N/A,Bengaluru/Bangalore,"Unix, C++, C"
278,Accenture Solutions Pvt Ltd,Microsoft Power BI Application Developer,8-10 Yrs,N/A,Bengaluru/Bangalore,"python, technical support, r"
279,IBM India Pvt. Limited,EDA Tool Developer,10-12 Yrs,N/A,Bengaluru/Bangalore,"Unix, C++, C"
280,IBM India Pvt. Limited,EDA Tool Developer,4-6 Yrs,N/A,Bengaluru/Bangalore,"Unix, C++, C"
281,Accenture Solutions Pvt Ltd,Microsoft Power BI Application Developer,8-10 Yrs,N/A,Bengaluru/Bangalore,"python, technical support, r"
282,IBM India Pvt. Limited,EDA Tool Developer,10-12 Yrs,N/A,Bengaluru/Bangalore,"Unix, C++, C"
283,IBM India Pvt. Limited,EDA Tool Developer,4-6 Yrs,N/A,Bengaluru/Bangalore,"Unix, C++, C"
284,IBM India Pvt. Limited,Data Science Engineer,6-10 Yrs,N/A,Bengaluru/Bangalore,"Java, Data Science Engineer, Software development"
285,Accenture Solutions Pvt Ltd,Microsoft Power BI Application Developer,8-10 Yrs,N/A,Bengaluru/Bangalore,"python, technical support, r"
286,IBM India Pvt. Limited,EDA Tool Developer,10-12 Yrs,N/A,Bengaluru/Bangalore,"Unix, C++, C"
287,IBM India Pvt. Limited,EDA Tool Developer,4-6 Yrs,N/A,Bengaluru/Bangalore,"Unix, C++, C"
288,IBM India Pvt. Limited,Data Science Engineer,6-10 Yrs,N/A,Bengaluru/Bangalore,"Java, Data Science Engineer, Software development"
289,IBM India Pvt. Limited,Software Developer - Machine Learning,2-6 Yrs,₹ 4 - 19L/yr (AmbitionBox estimate),Ahmedabad,"Automation testing, GIT, data science"
290,Accenture Solutions Pvt Ltd,Microsoft Power BI Application Developer,8-10 Yrs,N/A,Bengaluru/Bangalore,"python, technical support, r"
291,IBM India Pvt. Limited,EDA Tool Developer,10-12 Yrs,N/A,Bengaluru/Bangalore,"Unix, C++, C"
292,IBM India Pvt. Limited,EDA Tool Developer,4-6 Yrs,N/A,Bengaluru/Bangalore,"Unix, C++, C"
293,IBM India Pvt. Limited,Data Science Engineer,6-10 Yrs,N/A,Bengaluru/Bangalore,"Java, Data Science Engineer, Software development"
294,IBM India Pvt. Limited,Software Developer - Machine Learning,2-6 Yrs,₹ 4 - 19L/yr (AmbitionBox estimate),Ahmedabad,"Automation testing, GIT, data science"
295,Accenture Solutions Pvt Ltd,SAP BTP Integration Suite Application Developer,6-8 Yrs,₹ 7.05 - 19L/yr (AmbitionBox estimate),Mumbai,"sap isu, HANA Modelling, python"
296,Accenture Solutions Pvt Ltd,Microsoft Power BI Application Developer,8-10 Yrs,N/A,Bengaluru/Bangalore,"python, technical support, r"
297,IBM India Pvt. Limited,EDA Tool Developer,10-12 Yrs,N/A,Bengaluru/Bangalore,"Unix, C++, C"
298,IBM India Pvt. Limited,EDA Tool Developer,4-6 Yrs,N/A,Bengaluru/Bangalore,"Unix, C++, C"
299,IBM India Pvt. Limited,Data Science Engineer,6-10 Yrs,N/A,Bengaluru/Bangalore,"Java, Data Science Engineer, Software development"
300,IBM India Pvt. Limited,Software Developer - Machine Learning,2-6 Yrs,₹ 4 - 19L/yr (AmbitionBox estimate),Ahmedabad,"Automation testing, GIT, data science"
301,Accenture Solutions Pvt Ltd,SAP BTP Integration Suite Application Developer,6-8 Yrs,₹ 7.05 - 19L/yr (AmbitionBox estimate),Mumbai,"sap isu, HANA Modelling, python"
302,Shell India Markets Private Limited,Data Science Team Lead,10-14 Yrs,N/A,"Chennai, Bengaluru/Bangalore","Deep learning, Data Science, Azure"
303,Accenture Solutions Pvt Ltd,Microsoft Power BI Application Developer,8-10 Yrs,N/A,Bengaluru/Bangalore,"python, technical support, r"
304,IBM India Pvt. Limited,EDA Tool Developer,10-12 Yrs,N/A,Bengaluru/Bangalore,"Unix, C++, C"
305,IBM India Pvt. Limited,EDA Tool Developer,4-6 Yrs,N/A,Bengaluru/Bangalore,"Unix, C++, C"
306,IBM India Pvt. Limited,Data Science Engineer,6-10 Yrs,N/A,Bengaluru/Bangalore,"Java, Data Science Engineer, Software development"
307,IBM India Pvt. Limited,Software Developer - Machine Learning,2-6 Yrs,₹ 4 - 19L/yr (AmbitionBox estimate),Ahmedabad,"Automation testing, GIT, data science"
308,Accenture Solutions Pvt Ltd,SAP BTP Integration Suite Application Developer,6-8 Yrs,₹ 7.05 - 19L/yr (AmbitionBox estimate),Mumbai,"sap isu, HANA Modelling, python"
309,Shell India Markets Private Limited,Data Science Team Lead,10-14 Yrs,N/A,"Chennai, Bengaluru/Bangalore","Deep learning, Data Science, Azure"
310,IBM India Pvt. Limited,Quantum Computational Scientist,2-5 Yrs,N/A,Bengaluru/Bangalore,"Quantum Computational, Chemistry, Publishing"
311,Accenture Solutions Pvt Ltd,Microsoft Power BI Application Developer,8-10 Yrs,N/A,Bengaluru/Bangalore,"python, technical support, r"
312,IBM India Pvt. Limited,EDA Tool Developer,10-12 Yrs,N/A,Bengaluru/Bangalore,"Unix, C++, C"
313,IBM India Pvt. Limited,EDA Tool Developer,4-6 Yrs,N/A,Bengaluru/Bangalore,"Unix, C++, C"
314,IBM India Pvt. Limited,Data Science Engineer,6-10 Yrs,N/A,Bengaluru/Bangalore,"Java, Data Science Engineer, Software development"
315,IBM India Pvt. Limited,Software Developer - Machine Learning,2-6 Yrs,₹ 4 - 19L/yr (AmbitionBox estimate),Ahmedabad,"Automation testing, GIT, data science"
316,Accenture Solutions Pvt Ltd,SAP BTP Integration Suite Application Developer,6-8 Yrs,₹ 7.05 - 19L/yr (AmbitionBox estimate),Mumbai,"sap isu, HANA Modelling, python"
317,Shell India Markets Private Limited,Data Science Team Lead,10-14 Yrs,N/A,"Chennai, Bengaluru/Bangalore","Deep learning, Data Science, Azure"
318,IBM India Pvt. Limited,Quantum Computational Scientist,2-5 Yrs,N/A,Bengaluru/Bangalore,"Quantum Computational, Chemistry, Publishing"
319,Accenture Solutions Pvt Ltd,Analytics and Modeling Specialist,7-12 Yrs,N/A,Gurgaon/Gurugram,"Reporting Analytics, Power BI, Business Operations Data Integration"
320,Accenture Solutions Pvt Ltd,Microsoft Power BI Application Developer,8-10 Yrs,N/A,Bengaluru/Bangalore,"python, technical support, r"
321,IBM India Pvt. Limited,EDA Tool Developer,10-12 Yrs,N/A,Bengaluru/Bangalore,"Unix, C++, C"
322,IBM India Pvt. Limited,EDA Tool Developer,4-6 Yrs,N/A,Bengaluru/Bangalore,"Unix, C++, C"
